PrimaryAuthor,PrimaryCountry,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Year,PublicationTitle,PublicationType,TitleChapter,Class,FlashBehaviour,SpellingFlashBehaviour,CitationFlashBehaviour,BehaviourFlashBehaviour,MorphologyFlashBehaviour,FlashColour,SpellingFlashColour,CitationFlashColour,BehaviourFlashColour,MorphologyFlashColour,FlashColouration,SpellingFlashColouration,CitationFlashColouration,BehaviourFlashColouration,MorphologyFlashColouration,FlashDisplay,CitationFlashDisplay,BehaviourFlashDisplay,MorphologyFlashDisplay,FlashMark,CitationFlashMark,BehaviourFlashMark,MorphologyFlashMark,Other,OtherText,CitationOther,BehaviourOther,MorphologyOther,Definition,Definition1Text,CitationDefinition1,BehaviourMorphologyDefinition1,Definition2Text,CitationDefinition2,BehaviourMorphologyDefinition2,Description,Description1Text,CitationDescription1,BehaviourMorphologyDescription1,Description2Text,CitationDescription2,BehaviourMorphologyDescription2,,,,,,,,,,,,,,,,,,,
"Noonan, B. P.",USA,"Gaucher, P.",,,,,,,,,,,,2005,Molecular Ecology,Journal,Phylogeography and demography of Guianan harlequin toads (Atelopus): diversification within a refuge,amphibians,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Nunes, I.",Brazil,"Pombal Jr, J. P.",,,,,,,,,,,,2011,Herpetologica,Journal,"A new snouted treefrog of the speciose genus Scinax Wagler (Anura, Hylidae) from northeastern Brazil",amphibians,0,,no,0,0,1,US,no,0,1,0,,no,0,0,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Nunes, I.",Brazil,"Kwet, A","Pombal, J. P.",,,,,,,,,,,2012,Copeia,Journal,Taxonomic revision of the Scinax alter species complex (Anura: Hylidae),amphibians,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,flash blotches,no,0,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Opler, P. A.",USA,,,,,,,,,,,,,1977,Entomological Society of America Bulletin,Journal,Legion of Night: The Underwing Moths,invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,yes,"These moths, favorites ofmany moth collectors, are notable asprime examples ofcryptic coloration and orientation, their attraction torotting fruit baits, their use offlash coloration inpredator deception,",no,t,no,no,no,,,,,,,,,,,,,,,,,,,
"Owen, D. F.",UK,"Whiteley, D.",,,,,,,,,,,,1989,Oikos,Journal,Evidence that reflexive polymorphisms are maintained by visual selection by predators,invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,1,0,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Parnell, A. J.",UK,"Washington, A. L.","Mykhaylyk, O. O.","Hill, C. J.","Bianco, A.","Burg, S. L.","Dennison, A. J. C.","Snape, M.","Cadby, A. J.","Smith, A.",,,,2015,Nature,Journal,Spatially modulated structural colour in bird feathers,birds,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Pike, T. W.",UK,,,,,,,,,,,,,2015,Biology Letters,Journal,Interference coloration as an anti-predator defence,birds,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,"bright flashes, interferance colours",Hinton 1973,0,1,yes,"In particular, interference colours can produce bright flashes of colour or sudden changes in brightness that might briefly startle a potential predator and thereby increase the prey’s probability of escape [17], or because movement-induced changes in colour or brightness may hinder a predator’s ability to pinpoint the prey’s exact location in an attempted strike [18]. Such mechanisms have been proposed as a function of interference colour in beetles [15,19–21], butterflies [22], birds [2] and fishes [23].","Hinton 1973, Robinson 1969, Acorn 1988, Schultz 1986, Schultz 2001",t,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Pimenta, B. V. S.",Brazil,"Faivovich, J.","Pombal Jr, J. P.",,,,,,,,,,,2007,Zootaxa,Journal,"On the identity of Hyla strigilata Spix, 1824 (Anura: Hylidae): redescription and neotype designation for a “ghost” taxon",amphibians,0,,no,0,0,1,US,no,0,1,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Pipek, P.",Czech Republic,,,,,,,,,,,,,2010,Thesis,Thesis,Antipredační funkce fulgurace u ploštic (na příkladu druhu Coreus marginatus),invertebrates,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,fulguration,Komarek 2004,1,0,yes,"During fulguration, striking color appears simultaneously with take-off (e.g. in locusts, Figure 2.2), after landing the animal returns to its original cryptic appearance. The resulting effect resembles a flash, therefore according to Komárek (2004) the term fulguration is used for this type of behavior (Latin fulgur is a flash), while Cott (1940) uses the term flash display for the same phenomenon, which also refers to a flash (English flash is lightning).","Komárek (2004), Cott 1940",,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Pombal, J. P. Jr",Brazil,"Nunes, I.",,,,,,,,,,,,2010,Wellcome Open Research,Preprint,"A new Scinax Wagler (Amphibia, Anura, Hylidae) from the Atlantic rain forest remains of southern State of Bahia, north-eastern Brazil",amphibians,0,,no,0,0,1,UK,no,0,1,0,,no,0,0,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Preston-Mafham, R.",UK,"Preston-Mafham, K.",,,,,,,,,,,,1993,The encyclopedia of land invertebrate behaviour,Book,Startle displays and flash coloration,invertebrates,0,,no,0,0,1,UK,no,0,1,1,US,no,0,1,1,no,1,0,0,no,0,0,0,no,no,0,0,yes,the colour is used purely to frighten the predator,no,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rainey, M. M.",USA,"Grether, G. F.",,,,,,,,,,,,2007,Ecology,Journal,Competitive mimicry: synthesis of a neglected class of mimetic relationships,invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,yes,"Flash coloration resembling eyes or other features of a top predator that is used to startle predators may frighten away competitors, as well. Examples of such flash coloration include hind wing eyespots in butterflies and moths and the dorsal fin eyespots of the crab-eye goby",no,t,no,no,no,,,,,,,,,,,,,,,,,,,
"Raymond, D. L.",UK,,,,,,,,,,,,,1987,Thesis,Thesis,Protective coloration and frequency-dependent selection: responses of birds to prey colour patterns,birds,0,,no,0,0,0,,no,0,0,1,US,no,1,0,0,no,0,0,0,no,0,0,1,startle display,no,1,0,yes,"Flash coloration' is a way of deflecting a predatory attack. If a prey animal is discovered, it may flee for a short distance and then rest motionless and cryptic. It may exhibit flash coloration by showing a flash of colour as it moves, which then disappears when it comes to rest. The theory is that the predator may follow the colour, becomes confused by its sudden disappearance and then may lose the prey animal altogether.",no,b,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Redmer, M.",USA,,,,,,,,,,,,,1996,Transactions of the Illinois State Academy of Science,Journal,"Locality records of the northern leopard frog, Rana pipiens, in central and southwestern Illinois",amphibians,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Redmer, M.",USA,"Brown, L. E.","Brandon, R. A.",,,,,,,,,,,1999,Illinois Natural History Survey Bulletin,Journal,Natural history of the Bird-voiced Treefrog (Hyla avivoca) and Green Treefrog (Hyla cinerea) in southern Illinois,amphibians,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Rehn, J. A. G.",USA,,,,,,,,,,,,,1953,Transactions of the American Entomological Society,Journal,"Records and descriptions of Pyrgomorphinae (Orthoptera: Acrididae), with critical notes on certain genera",invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Reinke, B. A.",USA,"Calsbeek, R.","Stuart-Fox, D.",,,,,,,,,,,2017,Evolutionary Ecology,Journal,A test of an antipredatory function of conspicuous plastron coloration in hatchling turtles,reptiles,0,,no,0,0,0,,no,0,0,0,,no,0,0,1,no,1,0,0,no,0,0,0,no,no,0,0,yes,"Campbell and Evans (1972) suggested that the bright coloration of Platysternon megacephalum may serve as a ‘flash’ display. Thus, the coloration of hatchlings in many species may have evolved under the strong selective pressure of predation by startling predators and increasing the survival probability of a hatchling reaching the aquatic environment after emerging from the nest.",no,b,no,no,no,yes,"Displays of conspicuous colors may involve a behavior that makes the prey organism look larger than it actually is (intimidation) or look like a larger animal (e.g. eyespot patterning) or may involve the sudden revelation of a bright coloration only upon disturbance or stress (startle display, flash display; Schlenoff 1985).",no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Rieveley, K. D.",Canada,,,,,,,,,,,,,2010,Thesis,Thesis,"Mutual ornamentation, sex-specific behaviour, and multifunctional traits in Neotropical royal flycatchers (Onychorhynchus coronatus)",birds,0,,no,0,0,0,,no,0,0,1,UK,"Cott 1940, Witz 1990",1,1,0,no,0,0,0,no,0,0,0,no,no,0,0,yes,"Startle displays are reserved for close contact with a predator  and often involve an increase in apparent body size or the revelation of conspicuous concealed colouration (termed 'flash colouration'). The sudden appearance of colour or pattern that was previously hidden introduces an alarming factor which can have a psychological effect on the receiver, and may cause the predator to retreat","Ruxton et al 2004, Cott 1940",t,no,no,no,yes,"Many Mantis species produce elaborate startle displays that involve flash colouration with stereotyped posturing, wing extension, acoustic components, death feigning, or thrashes at the predator ","Edmunds, 1972",t,no,no,no,,,,,,,,,,,,,,,,,,,
"Robinson, J. L.",USA,,,,,,,,,,,,,1990,Insect defenses: Adaptive mechanisms and strategies of prey and predators,Book Chapter,"Predator-Prey Interactions, Informational Complexity",invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Robinson, J. L.",USA,,,,,,,,,,,,,2000,PhD Thesis,Thesis,Netting moths and butterflies in Virginia Woolf: her lepidopteran lexicon for scenes of power and paralysis,invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,yes,"Flash coloration, eye spots and false head colorings appear on the hind wings, thus concealing the real part under the fore wings. The effect is to surprise, intimidate and disorient predators. ",no,t,no,no,no,,,,,,,,,,,,,,,,,,,
"Robinson,M. H.",Panama,,,,,,,,,,,,,1969,Transactions of the Royal Entomological Society of London,Journal,The defensive behaviour of some orthopteroid insects from Panama,invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,1,1,0,no,0,0,0,no,0,0,0,no,no,0,0,yes,"Systems that operate after the initiation of a prey capture attempt and reduce the probability that this will be successful (systems of active escape, antipredator displays, defensive chemical secretion, flash coloration and death feigning).",no,b,"Secondary defence Adults of this species do not display but fly readily when disturbed. In-addition both sexes possess repugnatorial secretion. Active escape involves rapid fights just above the forest floor. The hind wings, which are a conspicuous brick-red colour in flight, are immediately concealed by the tegmina when the insect lands. The sudden transformation from conspicuous to inconspicuous coloration that is thus effected makes the insect extremely difficult to locate, even when its flight has been carefully watched. The flash coloration may serve to disorient pursuing predators.",no,t,yes,"ctive escape behaviour, involving jumping or dropping from the substrate, running, dodging and flight, occur after, or instead of, static defence in most species. Escape flight involving flash coloration occurs in three species.",no,t,no,no,no,,,,,,,,,,,,,,,,,,,
"Roedder, D.",Germany,"Schmitz, A.",,,,,,,,,,,,2009,Academia,Journal,"Two new Pristimantis (Anura, Strabomantidae) belonging to the myersi group from the Andean slopes of Ecuador",amphibians,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,"flash spots, flash spot",no,0,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Rojas, Z. B.",Finland,,,,,,,,,,,,,2017,Biological Reviews,Journal,"Behavioural, ecological, and evolutionary aspects of diversity in frog colour patterns",amphibians,0,,no,0,0,1,UK,no,0,1,1,UK,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Rößler, D. C.",Germany,"Lotters, S.","Mappes, J.","Valkonen, J. K.","Menin, M.","Lima, A. P.","Prohl, H.",,,,,,,2019,Nature,Journal,Sole coloration as an unusual aposematic signal in a Neotropical toad,amphibians,1,UK,Edmunds 1974,1,0,1,UK,Toledo and Haddad 2007,0,1,0,,no,0,0,0,no,0,0,1,no,0,1,1,flashing coloration,Brooke 1998,1,0,yes,"The red feet of Atelopus appear similar to so-called flash marks, known from a range of animals such as grasshoppers, butterflies3, other amphibians41 or birds42. In the case of flash marks, the colour signal is not continuously visible and is used by diurnal and nocturnal animals for sexual signalling or predator avoidance. In birds, such flashing coloration is associated with sexual selection processes or with flocking behaviour, either to confuse predators or to coordinate flying43. In butterflies, flash marks are thought to confuse predators and in amphibians, similar to grasshoppers, flash marks or flash colours, have been associated with acute escape behaviour, deimatism and territoriality41. For example, the brilliant-thighed poison frog, Allobates femoralis, possesses inguinal red-orange to yellow colour patches that become visible when they make quick, long jumps during escape. This behaviour and type of colour signal can best be described by what Edmunds3 labelled “flash behaviour”. This behaviour falls in the context of deimatism; a ‘startle’ display that triggers a reflexive response in the predator to a sudden sensory input44. In the case of Allobates femoralis this works by irritating the attacker with a sudden colour signal, but hiding the colour and staying motionless after jumping away, consequently, inhibiting prey detection. Moreover, Toledo and Haddad26 describe flash colour behaviour in the nocturnal, arboricolous genera Hypsiboas and Scinax. Here, again, the colour signal is visible during movement but concealed during resting posture, protecting them from attacks during the day whilst resting. Both Toledo and Haddad26 as well as Hödl and Amézquita41 mention a potential aposematic function of flash colours. The red feet of A. spumarius sensu lato differ from the examples above by being displayed independently from the presence of predators or conspecifics, and by being displayed by diurnal animals. Furthermore, other amphibians display flash colours for a short instance, whereas the red feet in A. spumarius sensu lato become visible repeatedly and during slow movement. This enables the predator to follow and process the signal, indicating a function other than confusion or short-term hesitation in order to escape. Moreover, both male and female Atelopus possess the signal where present.",various,"b, t",no,no,no,yes,"the brilliant-thighed poison frog, Allobates femoralis, possesses inguinal red-orange to yellow colour patches that become visible when they make quick, long jumps during escape. This behaviour and type of colour signal can best be described by what Edmunds labelled “flash behaviour”. This behaviour falls in the context of deimatism; a ‘startle’ display that triggers a reflexive response in the predator to a sudden sensory input ","Umbers, K. D. L. et al. 2017, Edmunds, M. 1974",b,no,no,no,,,,,,,,,,,,,,,,,,,
Rothschild,UK,,,,,,,,,,,,,1984,Ecological Entomology,Journal,Aide mémoire mimicry,invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,1,0,0,no,0,0,0,no,0,0,0,no,no,0,0,yes,"Like flash coloration, its success depends on the fact that birds are nervous predators and, due to their precarious lives and the need for constant vigilance, they are easily startled and are inclined to take wing hastily",no,b,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Santos, J. C.",USA,,,,,,,,,,,,,2009,Thesis,Thesis,Phylogeography and the evolution of correlated traits under multiple origins of aposematism in the poison frog family,amphibians,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Sargent, T. D.",USA,"Owen, D. F.",,,,,,,,,,,,1975,Oikos,Journal,Apparent stability in hindwing diversity in samples of moths of varying species composition,invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,1,flash pattern,no,1,0,no,no,no,no,no,no,no,yes,"The conspicuous and boldly marked hindwings of many species of otherwise cryptic moths probably represent an example of ""flash coloration"" that tends to startle visual predators, such as birds. ",no,t,no,no,no,,,,,,,,,,,,,,,,,,,
"Schafer, S.",USA,,,,,,,,,,,,,2020,"Genetics: The Science of Life: DNA and Genes, Heredity, Cloning, Adaptations: The Science of Life",Book,"Genetics: The Science of Life: DNA and Genes, Heredity, Cloning, Adaptations: The Science of Life",various,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,yes,An adaptation that is hidden most of the time and flashed only under dire circumstances is call flash coloration.,no,t,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Scherz, M. D.",Germany,,,,,,,,,,,,,2020,Zoosystematics and evolution,Journal,"Diamond frogs forever: A new species of Rhombophryne boettger, 1880 (microhylidae, cophylinae) from Montagne D'Ambre National Park, Northern Madagascar",amphibians,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,flash markings,no,0,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Schirmer, S. C.",Brazil,,,,,,,,,,,,,2021,Thesis,Thesis,Padrão de melanismo em borboletas neotropicais,invertebrates,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,flash dinâmico,no,1,0,yes,"it produces an effect called “dynamic flash” and would serve to confuse the predators as to its location during the time (Murali & Kodandaramaiah, 2020)","Murali & Kodandaramaiah, 2020",b,"This variation in brightness among families may be related to different thermal tolerance thresholds, as well as different anti-predatory strategies such as ""dynamic flash"".",no,b,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Schmidt, K. P.",USA,,,,,,,,,,,,,1932,Field Museum of Natural History Publication 309,Book,Reptiles and amphibians of the Mandel Venezuelan expedition,amphibians,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Schoen, M.",Germany,,,,,,,,,,,,,2009,Ethology Ecology & Evolution,Journal,Why birds should communicate by dynamic optical signal patterns and not by the static signals perceived by man,birds,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,"flashing signal, flashing pattern, ""flashing"" effect","cf. HAILMAN 1977; ENDLER 1978, 1992; BURTT 1986; BUTCHER & ROHWER 1989; HILL & MCGRAW 2006",1,0,yes,"As a result, narrow parts of feathers contrasting strongly with the rest of the feather may generate a strong flashing signal which is conspicuous mainly because it is visible for just a short “glimpse”: conspicuousness caused by short-period visibility (cf. BURTT 1986).",Burtt 1986,b,"Flashing signals are widespread in animals, e.g. in mammals such as antelopes, deer, and squirrels (with contrasting colouration of the underside, or rear side, or tail), and in insects such as grasshoppers (Oedipoda, Psophus with coloured hind wings), moths (Noctua, Smerinthus with the contrasting pattern of the hind wings), acting as intraspecific or deterrent signals.",no,b,yes,"Beyond that, a quantitative approach to ‘flashing’ signal patterns which change periodically and are visible for short periods only may lead to a better understanding of the evolution of optical communication, but is still largely lacking (cf. HAILMAN 1977; ENDLER 1978, 1992; BURTT 1986; BUTCHER & ROHWER 1989; HILL & MCGRAW 2006).","cf. HAILMAN 1977; ENDLER 1978, 1992; BURTT 1986; BUTCHER & ROHWER 1989; HILL & MCGRAW 2006",b,"Because the dots are separated from each other on every single feather, and separated from the dots on adjacent feathers, a flashing signal is generated during every wing stroke, with most dots being visible for short periods only.",no,b,,,,,,,,,,,,,,,,,,,
"Schultz, T. D.",USA,,,,,,,,,,,,,2001,The Coleopterists Bulletin,Journal,"Tiger beetle defenses revisited: alternative defense strategies and colorations of two neotropical tiger beetles, Odontocheila nicaraguensis Bates and Pseudoxycheila tarsalis Bates (Carabidae: Cicindelinae)",invertebrates,1,US,Robinson 1969,1,0,0,,no,0,0,1,US,no,1,0,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,"Predators may be startled by the sudden exposure of a novel, contrasting coloration when the insect spreads its wings ",Edmunds 1974; Sargent 1981,b,"Finally, predators in pursuit of a conspicuous, flying tiger beetle may continue searching for the green signal after the beetle has landed and concealed the abdomen in the classic definition of flash behavior",Robinson 1969,b,,,,,,,,,,,,,,,,,,,
"Schwabe, C.",USA,"Brown, D. E.","Babb, R. D.",,,,,,,,,,,2018,Journal of the Arizona-Nevada Academy of Science,Journal,FURTHER COMMENTS ON EAR-FLASHING AS A PREDATOR CONFUSION ADAPTATION IN HARES (LEPUS),mammals,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,flash,"Vorhies and Taylor 1933, Leichleitner 1958, Brown et al. 2014",1,0,yes,"These species flash their white sides and rumps when alarmed, thus supporting the use of contrasting color swatches as a predator confusion hypothesis (Vorhies and Taylor 1933, Leichleitner 1958, Brown et al. 2014)","Vorhies and Taylor 1933, Leichleitner 1958, Brown et al. 2014",b,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Serrano-Rojas, S. J.",Peru,"Whitworth, A.","Villacampa, J.","May, R. V.","Gutierrez, R. C.","Padial, J. M.","Chapparo, J. C.",,,,,,,2017,Zootaxa,Journal,"A new species of poison-dart frog (Anura: Dendrobatidae) from Manu Province, Amazon region of southeastern Peru, with notes on its natural history, bioacoustics, phylogenetics, and recommended conservation status",amphibians,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,1,no,0,1,1,flash spot,no,0,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Sheppard, P. M.",UK,,,,,,,,,,,,,1956,Proceedings of the Royal Society of London. Series B-Biological Sciences,Journal,Ecology and its bearing on population genetics,invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,1,0,0,no,0,0,0,no,0,0,0,no,no,0,0,yes,"Day-flying insects on the wing are not easily made cryptic, although they can employ flash coloration in order to avoid predators.",no,b,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Sherratt, T. N.",Canada,"Loeffler-Henry, K.",,,,,,,,,,,,2022,Frontiers in Ecology and Evolution,Journal,The Adaptive Significance of Flash Behavior: A Bayesian Model,various,1,US,"Cott 1940, Anonymous 1945",1,0,0,0,no,0,0,0,,no,0,0,1,no,1,0,0,no,0,0,1,"flashing, flasher, non-flasher, flashing prey",no,1,0,yes,"Some animals are cryptic at rest yet display conspicuous colors and/or sounds when they move, before resuming their cryptic state as they settle","Cott, 1940; Anonymous, 1945",b,no,no,no,yes,"The blue-winged grasshopper Oedipoda caerulescens (Linnaeus) exposes bright blue wings when flying, before settling into a cryptic resting state ",no,b,"predators that encounter a prey item that is perceived as conspicuous when it flees may expect to readily find the prey when they start to search for it. If the prey item is not quickly found, then the predator will soon cease searching, believing the prey to be elsewhere. Flash behavior may therefore work by deceit, causing predators to adopt an inappropriately short search time for the prey in any given location.",no,b,,,,,,,,,,,,,,,,,,,
"Short, L. L.",USA,,,,,,,,,,,,,1971,Chemical Defenses of Arthropods,Journal,The evolution of terrestrial woodpeckers,birds,0,,no,0,0,1,US,no,1,0,0,,no,0,0,0,no,0,0,0,no,0,0,1,"Flash signals, flash patterns, flash color patterns",no,0,1,no,no,no,no,no,no,no,yes?,"In addition to ""flash"" colors, which become conspicuous only during displays",no,t,no,no,no,,,,,,,,,,,,,,,,,,,
"Shreeve, T. G.",UK,"Dennis, R. L. H.",,,,,,,,,,,,1992,Zootaxa,Journal,"The development of butterfly settling posture: the role of predators, climate, hostplant-habitat and phylogeny",invertebrates,0,,no,0,0,0,,no,0,0,1,UK,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Shreeve, T. G.",UK,,,,,,,,,,,,,1990,Ecological Entomology,Journal,"Microhabitat use and hindwing phenotype in Hipparchia semele (Lepidoptera, Satyrinae): thermoregulation and background matching",invertebrates,0,,no,0,0,0,,no,0,0,1,US,no,1,0,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Silberglied, R. E.",USA,,,,,,,,,,,,,1977,How Animals Communicate,Book,Communication in the Lepidoptera,invertebrates,0,,no,0,0,1,US,"Cott, 1940; Ford, 1967",0,1,0,,no,0,0,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Silva, H. R. da S.",Brazil,"Alves-Silva, R.",,,,,,,,,,,,2013,Zootaxa,Journal,"Predictive-like distribution mapping using Google Earth: Reassessment of the distribution of the bromeligenous frog, Scinax v-signatus (Anura: Hylidae)",amphibians,0,,no,0,0,0,,no,0,0,1,US,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Silva, L. A.",Brazil,"Marques, R.","Folly, H.","Santana, D. J.",,,,,,,,,,2022,PeerJ,Journal,"A new Amazonian species of Allobates Zimmermann & Zimmermann, 1988 (Aromobatidae) with a trilled advertisement call",amphibians,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,1,no,0,1,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Simoes, P. I.",Brazil,"Lima, A. P.",,,,,,,,,,,,2011,Zootaxa,Journal,"The complex advertisement calls of Allobates myersi (Pyburn, 1981)(Anura: Aromobatidae) from São Gabriel da Cachoeira, Brazil",amphibians,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,1,no,0,1,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Simoes, P. I.",Brazil,"Lima, A. P.","Farias, I. P.",,,,,,,,,,,2010,Zootaxa,Journal,The description of a cryptic species related to the pan-Amazonian frog Allobates femoralis,amphibians,0,,no,0,0,0,,no,0,0,0,,no,0,0,0,no,0,0,1,no,0,1,0,no,no,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,
"Smith, B. P. C.",Australia,,,,,,,,,,,,,2002,Thesis,Thesis,Characterisation and function of volatile ’defensive’secretions of two species of Australian tree-frog.,amphibians,0,,no,0,0,0,,no,0,0,1,UK,no,0,1,0,no,0,0,0,no,0,0,0,no,no,0,0,no,no,no,no,no,no,no,yes,"Many cryptic species also will employ the use of flash colouration: brightly marked areas of skin that are hidden by the frog's normal resting posture These markings have evolved in ways that cause confusion to predators. The resting frog decides that the predator is too close and leaps, at which point the predator's eye is immediately drawn to the bright marking. At the end of the leap this marking suddenly disappears as the frog lands and folds its legs against its body, leaving the predatcir with a search image that no longer exists","Dickerson, 1908; Duellman & Trueb 1986; Mattison 1987",t,no,no,no,,,,,,,,,,,,,,,,,,,
